,Timestamp,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced a supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What is your race?,What country do you work in?
89,2017,0,750,1,1,0,0,1,1,1,2,1,2,1,1,1,1,8.0,5.0,1,1,1,2,2,1,2,1,2,0,0,0,0,8.0,3.0,1,3,1,2,4,2,2,7,1,1,1.0,6.0,2,0,1.0,46.0,3,50,3,52
90,2017,0,1000,0,0,1,1,0,1,1,0,1,0,0,1,1,1,5.0,7.0,1,0,3,4,3,2,3,1,3,1,3,1,1,8.0,10.0,1,2,1,1,4,2,0,3,0,0,0.0,5.0,3,3,3.0,30.0,3,51,3,53
91,2017,0,750,1,1,1,1,1,1,1,5,2,2,0,2,0,1,9.0,9.0,1,1,2,3,1,0,0,1,2,1,0,1,1,5.0,3.0,2,0,0,1,1,1,3,7,2,0,0.0,5.0,0,3,3.0,28.0,3,6,3,7
92,2017,0,300,1,1,1,1,0,0,2,2,2,2,0,1,1,1,5.0,5.0,1,1,3,4,1,0,1,1,1,0,0,0,0,5.0,0.0,3,3,1,1,1,1,1,8,2,1,0.0,5.0,3,3,2.0,24.0,0,16,3,15
93,2017,0,3,1,1,2,0,0,0,2,0,1,1,0,0,0,0,3.0,6.0,1,1,1,1,1,0,0,1,1,0,1,0,0,3.0,3.0,0,0,0,1,1,1,0,6,2,2,0.0,5.0,1,1,4.0,26.0,3,50,3,52
94,2017,0,1000,1,1,1,1,0,1,2,4,1,2,0,2,1,1,5.0,1.0,1,1,2,0,1,1,3,1,2,1,1,0,0,5.0,1.0,1,1,1,1,4,2,1,8,2,0,0.0,3.0,2,2,2.0,43.0,3,51,3,53
95,2017,0,1000,0,1,1,1,0,1,2,1,1,0,0,0,0,0,8.0,5.0,1,0,3,0,0,1,0,1,2,1,0,1,1,8.0,7.0,1,1,1,2,2,2,2,5,0,0,0.0,5.0,1,2,2.0,25.0,0,51,4,53
96,2017,0,1000,0,1,1,0,1,2,2,1,1,0,0,0,0,0,7.0,6.0,1,1,2,4,1,0,0,1,1,0,1,0,0,6.0,4.0,1,1,0,1,3,2,3,3,1,0,0.0,4.0,1,1,3.0,34.0,3,51,3,53
97,2017,0,63,1,1,1,1,1,2,1,5,1,0,0,1,1,1,8.0,8.0,1,0,0,2,1,0,0,1,2,0,0,1,1,5.0,4.0,0,0,0,0,1,1,3,6,2,0,0.0,4.0,0,0,3.0,28.0,0,51,2,53
98,2017,0,63,1,1,0,0,0,0,1,3,1,1,1,2,1,1,5.0,5.0,1,1,1,1,1,0,0,1,2,0,0,1,1,4.0,4.0,1,3,1,2,4,2,0,8,1,2,0.0,4.0,2,0,3.0,27.0,3,43,3,44
99,2017,0,1000,1,1,2,0,0,0,2,1,1,0,1,1,1,0,5.0,3.0,1,1,0,2,1,0,0,1,2,1,0,1,0,6.0,4.0,1,1,1,2,4,4,2,7,1,1,1.0,5.0,2,0,2.0,54.0,3,51,3,53
100,2017,0,1000,0,1,1,1,1,1,2,4,1,1,1,1,1,1,7.0,5.0,1,0,3,4,3,2,0,1,3,0,0,1,1,4.0,4.0,1,1,1,1,4,4,1,7,2,2,0.0,5.0,3,2,2.0,47.0,3,51,3,53
101,2017,0,1000,1,1,0,0,0,0,2,5,2,1,1,1,0,0,8.0,5.0,1,1,1,1,1,0,0,2,3,0,1,0,0,6.0,3.0,0,0,0,0,1,1,0,7,1,1,0.0,5.0,1,2,3.0,33.0,3,46,3,48
102,2017,0,300,1,1,1,1,0,0,1,4,2,1,1,1,1,0,6.0,3.0,1,1,2,0,1,0,0,1,2,1,3,1,1,7.0,2.0,1,0,1,1,3,2,0,10,0,0,0.0,5.0,1,2,2.0,30.0,3,51,3,53
103,2017,0,1000,0,1,1,1,0,2,2,1,1,0,0,2,0,1,5.0,5.0,1,1,2,0,2,1,3,1,2,0,0,0,1,7.0,7.0,3,3,1,2,3,3,0,8,1,0,0.0,3.0,0,3,3.0,48.0,3,51,3,53
104,2017,0,1000,1,1,2,0,2,1,1,4,1,1,1,1,1,0,6.0,3.0,1,1,2,0,1,0,0,2,2,1,0,1,0,6.0,6.0,3,3,1,1,4,2,0,4,2,2,0.0,5.0,1,1,3.0,35.0,3,51,3,53
105,2017,0,63,0,1,2,0,0,2,2,4,2,1,0,1,0,0,5.0,5.0,1,0,1,1,1,0,0,1,2,0,0,1,1,2.0,0.0,0,0,0,2,1,1,0,10,1,0,0.0,10.0,3,0,2.0,34.0,3,51,3,53
106,2017,0,750,1,1,1,1,0,0,1,4,1,2,0,2,1,1,8.0,7.0,1,1,3,0,1,0,0,1,2,0,3,0,0,6.0,5.0,3,3,0,1,1,1,3,6,2,0,0.0,7.0,0,3,3.0,25.0,3,51,3,53
107,2017,0,1000,1,1,0,0,0,0,2,4,1,0,0,2,1,1,5.0,5.0,1,1,2,4,1,0,3,1,1,0,1,0,0,5.0,5.0,1,1,1,1,0,4,2,9,1,0,0.0,5.0,0,0,2.0,48.0,3,44,3,45
108,2017,0,300,0,1,1,0,1,2,2,1,1,2,0,0,0,0,7.0,5.0,1,0,0,2,0,0,0,1,1,0,1,0,0,7.0,5.0,1,1,1,2,3,2,2,2,0,0,0.0,5.0,0,0,3.0,34.0,3,51,3,53
109,2017,0,300,1,1,1,1,0,0,2,0,1,0,0,0,0,0,2.0,1.0,1,0,0,2,1,0,0,1,1,0,1,0,0,0.0,0.0,0,1,1,1,3,4,1,3,0,0,0.0,3.0,3,1,1.0,42.0,3,51,3,53
110,2017,0,63,1,1,1,1,0,2,2,5,1,2,0,1,1,1,5.0,4.0,1,0,3,0,2,1,3,1,3,1,0,1,0,7.0,7.0,1,1,1,2,3,2,0,7,0,0,0.0,3.0,3,1,3.0,27.0,0,51,0,53
111,2017,0,750,1,1,1,0,0,0,2,1,2,0,0,1,0,1,4.0,3.0,1,1,2,0,2,1,2,2,2,0,0,0,1,6.0,6.0,3,3,0,2,4,3,3,3,0,0,0.0,5.0,0,0,1.0,48.0,3,51,3,53
112,2017,0,1000,1,1,1,1,0,0,1,4,2,2,1,2,1,0,5.0,3.0,1,0,2,0,2,1,2,2,2,0,0,0,0,8.0,3.0,1,1,1,2,4,2,1,7,2,0,0.0,4.0,0,2,2.0,32.0,0,51,3,53
113,2017,0,300,1,1,1,0,1,2,2,3,2,2,1,1,1,1,7.0,6.0,1,1,2,2,1,0,0,1,2,0,0,1,0,8.0,6.0,1,1,1,1,4,2,0,9,0,0,0.0,9.0,0,3,2.0,29.0,3,51,3,53
114,2017,0,1000,0,1,1,0,2,1,1,3,1,2,0,0,1,1,7.0,7.0,1,0,0,2,1,0,0,1,1,0,0,0,0,2.0,2.0,3,1,0,2,3,4,1,6,0,0,0.0,5.0,3,3,3.0,50.0,0,51,3,53
115,2017,0,15,1,1,0,0,0,0,2,1,1,0,0,0,0,0,6.0,5.0,1,1,2,4,2,1,3,0,1,1,1,0,0,7.0,9.0,0,0,0,0,1,1,0,7,2,0,0.0,8.0,1,0,3.0,29.0,0,19,3,18
116,2017,0,1000,0,1,1,0,2,2,2,5,2,2,0,2,1,1,9.0,7.0,1,1,2,0,2,1,2,1,2,0,0,0,0,7.0,5.0,3,3,0,1,1,4,0,9,2,2,0.0,8.0,0,3,3.0,42.0,0,51,3,53
117,2017,0,750,1,1,1,1,1,1,2,4,2,1,0,1,1,0,10.0,10.0,1,0,2,1,1,0,0,1,2,0,0,0,0,4.0,2.0,1,3,1,2,3,2,0,7,2,0,0.0,6.0,0,3,3.0,39.0,0,51,3,53
118,2017,0,15,1,1,1,0,0,0,2,3,2,1,0,1,1,1,5.0,5.0,1,0,2,3,2,1,3,1,2,0,0,1,1,1.0,1.0,3,3,1,1,4,2,0,5,2,0,0.0,5.0,3,0,2.0,29.0,0,6,3,7
119,2017,0,3,0,0,3,0,1,1,2,1,2,2,0,2,1,1,8.0,8.0,1,0,1,2,1,0,0,1,2,1,0,1,1,6.0,6.0,1,1,1,1,2,2,2,7,0,2,1.0,5.0,1,1,3.0,36.0,0,50,3,52
120,2017,0,15,1,1,1,1,0,0,2,1,2,1,0,2,0,0,2.0,2.0,1,1,3,4,0,0,0,2,3,1,1,0,0,2.0,2.0,3,3,1,0,4,2,0,8,2,2,0.0,8.0,1,0,4.0,28.0,3,51,3,53
121,2017,0,63,1,1,2,0,0,0,2,4,2,1,0,1,1,0,5.0,5.0,1,1,2,4,2,1,3,2,2,1,0,1,0,5.0,5.0,3,1,1,2,3,4,0,9,0,0,0.0,6.0,1,1,3.0,30.0,3,5,3,6
122,2017,0,300,1,1,2,0,0,0,1,2,1,1,0,1,0,0,7.0,5.0,1,1,1,1,1,0,3,1,2,0,0,0,0,6.0,4.0,0,0,0,0,1,1,3,6,2,0,0.0,4.0,1,1,3.0,31.0,3,25,3,24
123,2017,0,300,1,1,0,0,0,0,1,5,2,0,0,2,1,0,7.0,0.0,1,1,1,1,1,0,0,1,1,0,1,0,0,4.0,0.0,0,0,0,0,1,1,0,1,0,0,0.0,7.0,1,1,1.0,36.0,3,39,3,40
124,2017,0,15,1,1,2,0,0,0,1,2,1,1,1,2,1,1,7.0,7.0,1,1,2,0,2,0,3,1,2,0,0,0,0,6.0,6.0,0,0,0,1,1,1,0,5,2,2,0.0,5.0,1,1,3.0,37.0,3,0,3,0
125,2017,0,63,1,1,1,1,0,2,1,4,2,1,1,2,0,0,7.0,7.0,1,1,0,2,1,0,3,1,2,1,0,0,0,7.0,7.0,0,0,0,0,1,1,0,8,2,2,0.0,8.0,1,0,3.0,37.0,3,51,4,53
126,2017,0,63,1,1,3,1,0,0,1,4,1,2,1,2,1,1,0.0,2.0,1,1,0,4,1,0,3,1,2,1,0,1,1,0.0,2.0,0,3,1,0,3,3,0,10,0,0,0.0,5.0,1,1,1.0,37.0,3,44,3,45
127,2017,0,63,1,1,0,0,0,0,2,5,1,0,0,0,0,1,3.0,3.0,1,0,0,2,1,0,0,1,2,0,1,0,0,8.0,0.0,2,0,0,0,1,1,3,0,0,0,0.0,0.0,1,1,1.0,37.0,3,5,3,6
128,2017,0,300,1,1,2,0,0,0,2,3,1,0,0,0,0,0,6.0,5.0,1,1,0,1,1,0,0,1,2,0,1,0,0,5.0,5.0,2,0,0,0,1,1,3,6,1,2,0.0,3.0,1,1,2.0,33.0,3,19,3,2
129,2017,0,750,1,1,1,0,0,0,2,5,1,0,0,0,0,0,7.0,4.0,1,1,3,4,2,2,3,1,1,0,1,0,1,7.0,4.0,0,0,0,0,1,0,0,9,1,0,1.0,2.0,1,3,5.0,47.0,0,51,3,53
130,2017,0,300,1,1,1,1,0,2,2,1,1,2,1,2,1,1,7.0,3.0,1,0,0,2,2,1,0,1,0,0,0,1,1,5.0,4.0,1,1,1,1,2,2,0,6,0,0,0.0,8.0,3,3,2.0,26.0,3,51,3,53
131,2017,0,1000,1,1,1,1,1,0,0,2,1,0,1,1,1,1,7.0,4.0,1,1,3,0,1,0,0,2,1,0,0,0,0,4.0,2.0,1,3,1,2,4,2,0,2,0,0,1.0,7.0,3,2,2.0,29.0,3,51,3,53
132,2017,0,63,1,1,2,0,0,0,2,3,1,1,1,0,0,0,8.0,5.0,1,0,3,0,1,1,0,1,1,1,1,0,0,5.0,2.0,1,1,1,1,3,2,3,10,0,0,0.0,1.0,2,2,1.0,33.0,0,51,3,53
133,2017,0,1000,1,1,1,0,1,1,2,4,2,0,0,1,1,1,8.0,8.0,1,1,2,3,2,1,2,1,2,0,0,1,1,6.0,3.0,1,1,1,1,3,2,0,10,1,0,0.0,7.0,3,0,1.0,44.0,3,51,3,53
134,2017,0,1000,1,1,1,1,1,1,2,2,2,1,0,2,0,0,8.0,6.0,1,0,2,0,2,1,0,1,2,0,1,0,0,2.0,2.0,0,1,1,1,3,4,0,6,2,2,0.0,8.0,1,3,2.0,34.0,0,51,3,53
135,2017,0,1000,1,1,1,0,1,0,2,1,1,0,0,0,1,1,6.0,4.0,1,1,1,1,1,0,0,1,1,0,1,0,0,7.0,0.0,2,0,0,1,1,1,0,3,0,0,0.0,5.0,0,0,4.0,35.0,3,51,3,53
136,2017,0,300,1,1,1,1,0,2,2,5,2,1,1,1,0,1,7.0,7.0,1,1,2,0,2,1,0,1,2,1,0,1,1,10.0,10.0,1,1,1,2,4,2,2,5,1,0,0.0,5.0,0,0,3.0,32.0,4,51,2,53
137,2017,0,1000,1,1,1,0,0,1,2,1,1,1,1,2,0,0,3.0,2.0,1,1,0,2,1,0,0,1,1,0,1,0,0,3.0,2.0,0,1,0,1,1,1,0,10,1,2,0.0,6.0,3,2,2.0,31.0,3,51,3,53
138,2017,0,300,1,1,1,1,0,0,1,2,1,1,0,2,1,0,6.0,6.0,1,1,3,4,1,0,3,1,2,0,0,0,0,7.0,5.0,1,1,1,1,4,4,0,8,1,0,0.0,4.0,1,1,2.0,30.0,3,51,3,53
139,2017,0,1000,1,1,2,0,0,1,2,3,1,0,0,2,0,1,8.0,3.0,1,1,2,0,1,1,0,1,1,0,1,0,0,6.0,1.0,1,1,1,1,3,4,3,5,2,0,0.0,1.0,2,0,2.0,26.0,0,51,3,53
140,2017,0,300,0,1,1,1,0,0,2,4,1,2,0,1,1,1,3.0,1.0,1,1,3,4,1,0,0,1,2,1,0,1,0,2.0,1.0,0,3,1,1,3,4,0,10,2,2,0.0,6.0,3,3,3.0,29.0,0,16,3,15
141,2017,0,1000,0,1,1,1,0,1,2,4,1,2,0,2,0,0,7.0,5.0,1,0,2,0,1,1,0,1,2,0,0,0,1,7.0,5.0,3,3,0,0,3,4,2,4,2,0,0.0,4.0,3,1,2.0,35.0,3,51,3,53
142,2017,0,1000,1,1,2,0,2,2,2,4,1,2,0,0,0,0,8.0,3.0,1,1,1,1,1,0,0,1,2,0,0,0,0,5.0,3.0,0,2,0,1,1,1,3,0,2,0,0.0,1.0,0,1,1.0,26.0,3,51,3,53
143,2017,0,300,1,1,2,0,0,2,2,2,2,1,0,0,0,0,6.0,6.0,1,0,3,0,3,1,0,2,3,0,3,0,0,8.0,8.0,3,3,1,1,3,3,0,7,0,0,0.0,6.0,1,1,3.0,30.0,3,51,3,53
144,2017,0,750,0,1,1,1,0,0,1,5,2,1,0,0,0,1,9.0,5.0,1,0,2,0,1,0,3,1,1,0,1,0,0,3.0,0.0,2,2,0,1,1,1,0,9,0,2,0.0,5.0,1,1,3.0,39.0,3,51,3,53
145,2017,0,63,1,1,0,0,0,2,1,2,1,1,0,2,0,0,9.0,8.0,1,1,0,1,1,0,0,1,2,0,0,1,0,9.0,9.0,2,0,0,0,1,1,3,10,1,2,0.0,5.0,0,0,4.0,29.0,3,44,3,45
146,2017,0,63,1,1,0,0,0,0,2,1,1,1,0,1,0,0,3.0,0.0,1,1,1,1,1,0,0,0,2,0,0,0,0,6.0,2.0,0,0,0,2,1,1,2,9,2,0,0.0,8.0,1,0,2.0,27.0,3,44,3,45
147,2017,0,63,1,1,0,0,0,0,2,1,2,2,0,2,0,0,0.0,5.0,1,1,0,2,1,0,0,2,2,0,0,0,0,0.0,5.0,2,2,0,0,1,1,0,8,2,2,0.0,7.0,0,0,3.0,29.0,3,44,3,45
148,2017,0,63,1,1,0,0,0,0,2,2,1,1,0,1,0,0,4.0,4.0,1,1,1,1,0,0,0,1,2,0,0,0,0,4.0,4.0,0,0,0,1,3,2,0,8,2,0,0.0,5.0,1,1,3.0,43.0,3,44,3,45
149,2017,0,15,1,1,0,0,0,0,2,4,1,1,0,1,0,0,6.0,5.0,1,1,0,2,1,0,0,1,0,0,1,0,0,6.0,5.0,2,0,0,0,1,1,0,7,0,0,0.0,8.0,1,1,3.0,31.0,3,44,3,45
150,2017,0,63,1,1,1,0,0,1,2,4,2,1,1,1,0,1,5.0,7.0,1,1,0,2,1,0,0,2,3,1,3,1,0,5.0,5.0,0,0,0,1,1,1,0,10,1,1,0.0,7.0,1,1,2.0,36.0,3,17,3,31
151,2017,0,750,1,0,1,1,1,1,1,5,2,1,1,1,1,1,7.0,6.0,1,1,3,4,2,1,3,1,2,0,0,0,1,6.0,6.0,0,1,1,1,3,4,3,7,1,2,1.0,8.0,0,3,2.0,44.0,0,51,3,53
152,2017,0,1000,1,1,1,1,1,1,1,5,2,1,0,1,1,1,8.0,8.0,1,1,0,2,1,0,0,1,1,0,0,0,0,6.0,3.0,0,0,0,1,1,1,0,9,1,2,0.0,7.0,1,3,2.0,44.0,3,51,3,53
153,2017,0,1000,1,1,1,1,0,1,1,5,1,1,1,1,1,1,10.0,10.0,1,1,3,0,1,0,3,1,2,1,3,1,0,8.0,8.0,1,1,1,0,4,2,0,10,2,2,0.0,10.0,1,2,3.0,27.0,0,51,6,53
154,2017,0,1000,1,1,1,1,1,1,1,5,2,1,1,1,1,1,8.0,7.0,1,1,3,4,2,1,0,1,3,1,0,1,1,6.0,4.0,1,1,1,1,3,2,0,9,1,2,0.0,9.0,2,1,3.0,42.0,0,51,3,53
155,2017,0,1000,1,1,1,1,1,1,2,4,2,1,1,1,1,1,7.0,7.0,1,1,3,4,2,1,0,2,2,0,0,1,0,2.0,2.0,1,1,1,1,3,3,0,8,2,2,0.0,6.0,0,2,4.0,28.0,3,51,3,53
156,2017,0,15,0,1,1,1,1,1,1,5,1,2,0,2,1,1,8.0,7.0,1,1,3,0,2,1,3,2,2,1,0,1,1,6.0,5.0,1,1,1,0,4,4,1,5,1,0,1.0,3.0,2,3,2.0,43.0,3,51,3,53
157,2017,0,1000,1,1,1,1,1,1,0,5,1,0,1,0,0,1,9.0,5.0,1,1,3,4,2,1,0,2,1,0,1,0,0,8.0,4.0,1,1,1,1,3,4,1,8,0,0,0.0,2.0,3,3,1.0,49.0,0,51,3,53
158,2017,0,15,1,1,2,0,0,0,2,2,2,2,0,2,0,0,5.0,5.0,1,1,0,2,1,0,0,2,0,0,1,1,0,5.0,5.0,3,1,1,2,2,2,2,6,1,2,0.0,4.0,0,0,2.0,32.0,3,15,3,14
159,2017,0,300,1,1,2,0,0,2,2,1,1,2,0,2,0,0,2.0,2.0,1,1,0,2,0,0,0,2,1,0,0,1,1,0.0,0.0,2,2,0,2,1,1,1,0,0,0,0.0,0.0,1,0,3.0,33.0,3,51,4,53
160,2017,0,15,1,0,0,1,0,0,2,2,2,0,0,0,0,0,7.0,4.0,1,1,0,0,1,0,0,2,1,0,1,0,0,10.0,5.0,3,3,0,1,4,4,0,2,0,0,0.0,3.0,1,0,2.0,45.0,3,51,4,53
161,2017,0,63,1,1,2,0,0,2,2,0,1,0,0,2,0,0,7.0,5.0,1,0,0,2,1,0,1,1,1,0,0,0,0,6.0,3.0,1,1,1,2,4,2,3,9,1,0,0.0,5.0,1,1,2.0,25.0,0,51,6,53
162,2017,0,63,1,1,1,1,0,2,2,0,1,2,0,0,0,0,4.0,2.0,1,1,2,0,1,1,0,1,2,1,1,0,0,7.0,4.0,1,1,1,1,2,2,3,9,2,0,0.0,7.0,1,1,1.0,42.0,3,51,3,53
163,2017,0,15,1,1,1,0,0,0,2,2,1,0,0,1,1,1,1.0,0.0,1,0,0,2,0,0,0,1,2,0,0,1,1,4.0,2.0,2,0,0,1,1,1,1,6,2,0,0.0,6.0,3,0,3.0,25.0,3,51,3,53
164,2017,0,300,1,1,1,0,0,2,2,0,1,2,1,2,1,0,6.0,2.0,1,0,1,1,1,0,0,1,1,0,1,0,0,1.0,0.0,3,0,1,1,4,4,0,10,0,0,0.0,4.0,1,1,2.0,25.0,0,51,3,53
165,2017,0,750,1,0,1,1,1,1,2,1,1,2,0,1,0,1,7.0,5.0,1,0,0,2,1,0,0,1,0,0,1,0,0,6.0,0.0,0,3,0,1,1,1,3,5,1,2,0.0,5.0,0,0,4.0,31.0,0,23,3,53
166,2017,0,1000,1,1,0,0,0,0,0,0,2,1,0,1,1,1,5.0,5.0,1,1,1,1,1,0,0,1,2,1,1,0,0,6.0,5.0,1,2,0,1,4,4,0,5,1,0,0.0,3.0,0,2,3.0,40.0,3,21,3,20
167,2017,0,63,1,1,2,0,0,0,2,2,2,2,0,1,1,1,10.0,8.0,1,0,2,2,1,0,0,1,2,1,0,0,0,8.0,3.0,3,2,1,2,3,4,3,7,0,0,0.0,7.0,0,0,2.0,28.0,3,51,3,53
168,2017,0,300,1,1,2,0,0,2,2,4,1,1,0,2,0,0,2.0,2.0,1,0,2,3,1,0,2,1,1,0,0,0,0,0.0,0.0,3,3,0,2,1,1,3,6,2,0,0.0,5.0,0,0,4.0,37.0,3,51,3,53
169,2017,0,1000,1,1,1,0,0,0,2,0,1,0,0,0,1,0,9.0,1.0,1,1,2,3,1,0,1,1,0,0,0,1,0,0.0,7.0,1,1,1,2,2,2,1,7,1,0,0.0,0.0,3,1,1.0,35.0,3,6,3,7
170,2017,0,1000,1,0,1,0,0,0,0,5,1,0,0,2,0,0,10.0,7.0,1,0,0,2,1,0,0,1,1,0,1,0,0,4.0,0.0,0,3,0,0,4,2,0,10,2,0,0.0,5.0,1,0,4.0,27.0,0,44,3,45
171,2017,0,300,0,1,1,1,1,1,1,3,1,0,1,0,0,1,9.0,5.0,1,0,3,4,3,2,2,1,2,0,1,0,0,9.0,7.0,0,3,0,0,3,3,1,0,0,0,0.0,4.0,3,1,3.0,62.0,0,51,3,53
172,2017,0,63,1,1,2,0,0,2,2,2,1,2,1,0,1,1,8.0,3.0,1,1,1,2,1,0,0,1,2,0,0,1,1,8.0,3.0,3,3,0,2,1,4,3,7,2,2,0.0,5.0,0,0,3.0,29.0,3,16,3,15
173,2017,0,1000,1,1,1,1,1,1,1,4,1,0,0,0,0,0,7.0,7.0,1,0,2,0,2,1,2,1,1,1,0,1,1,7.0,7.0,1,1,1,1,4,2,1,5,1,2,0.0,7.0,2,2,3.0,37.0,3,50,3,52
174,2017,0,1000,1,1,1,0,0,2,2,3,1,2,1,2,1,1,5.0,3.0,1,1,3,0,1,1,0,1,2,0,0,1,1,5.0,3.0,1,1,1,1,4,2,0,8,0,0,0.0,4.0,3,2,3.0,51.0,3,51,3,53
175,2017,0,1000,0,1,1,1,1,1,1,1,1,1,0,2,1,1,8.0,8.0,1,1,2,0,1,0,0,1,2,1,0,1,1,4.0,3.0,0,3,1,1,1,1,0,8,1,2,0.0,5.0,3,0,2.0,60.0,3,51,3,53
176,2017,0,300,1,0,1,0,0,2,1,4,1,2,0,2,1,1,10.0,7.0,1,0,2,0,1,1,0,1,1,0,0,0,0,5.0,3.0,1,1,0,1,4,2,0,6,2,0,0.0,5.0,0,0,3.0,36.0,0,51,3,53
177,2017,0,63,1,1,2,0,2,2,2,2,2,1,1,2,0,0,7.0,7.0,1,0,2,4,2,1,3,2,2,1,1,0,0,5.0,8.0,2,3,1,2,1,1,0,6,2,2,0.0,7.0,0,0,2.0,38.0,3,51,3,53
178,2017,0,300,1,1,2,0,1,1,2,2,1,1,0,2,0,0,8.0,8.0,1,1,2,0,2,1,3,1,2,0,0,1,1,8.0,8.0,3,1,1,0,4,4,0,8,1,2,0.0,5.0,1,3,3.0,30.0,0,29,3,29
179,2017,0,300,1,0,2,0,1,1,2,5,1,1,1,1,1,0,5.0,5.0,1,1,2,0,2,1,0,1,3,1,0,1,1,5.0,5.0,1,1,1,1,2,2,0,10,1,2,0.0,8.0,0,2,3.0,35.0,3,50,3,52
180,2017,0,1000,1,1,1,1,1,1,1,5,1,1,1,1,1,1,9.0,10.0,1,1,3,0,2,1,0,1,2,0,3,0,0,7.0,5.0,0,1,1,1,3,4,0,2,1,0,0.0,3.0,1,2,3.0,41.0,3,50,3,52
181,2017,0,300,0,1,0,0,0,0,1,2,1,1,0,1,1,0,5.0,6.0,1,1,1,2,1,0,3,1,2,0,0,0,0,8.0,1.0,0,1,1,0,0,0,0,0,2,2,0.0,3.0,0,0,1.0,53.0,3,47,3,47
182,2017,0,15,0,1,1,0,0,0,2,3,1,0,0,2,0,1,3.0,2.0,1,1,0,2,1,0,0,1,1,0,1,0,0,3.0,3.0,3,2,0,2,3,4,0,4,2,0,0.0,5.0,0,1,3.0,42.0,0,51,3,53
183,2017,0,63,0,1,0,1,0,0,2,2,2,1,0,2,1,1,3.0,3.0,1,1,2,0,2,1,3,2,2,1,0,1,0,5.0,5.0,0,3,0,1,3,4,2,7,2,2,0.0,5.0,1,2,3.0,33.0,3,16,3,15
184,2017,0,300,1,0,1,1,0,1,1,4,1,0,1,2,1,0,6.0,5.0,1,0,1,1,1,0,0,1,1,0,1,0,0,0.0,0.0,1,1,1,1,3,2,0,9,1,0,1.0,5.0,2,2,3.0,25.0,4,51,3,53
185,2017,0,15,1,1,2,0,0,2,1,5,1,1,1,2,0,0,6.0,5.0,1,1,2,0,0,1,3,1,2,0,0,0,0,5.0,5.0,0,0,1,1,0,3,3,7,0,0,0.0,6.0,1,3,3.0,40.0,3,51,3,53
186,2017,0,15,0,1,1,1,0,1,1,5,2,1,0,1,1,0,10.0,5.0,1,0,1,1,1,0,0,1,2,1,0,1,0,0.0,0.0,1,1,1,1,4,2,0,10,1,1,1.0,5.0,1,1,3.0,25.0,0,51,6,53
187,2017,0,300,1,1,2,0,0,0,2,1,1,0,0,2,0,1,6.0,3.0,1,1,0,2,1,1,0,2,2,0,0,0,0,5.0,5.0,0,0,0,0,1,1,2,6,0,0,0.0,4.0,3,2,3.0,49.0,0,51,3,53
