Timestamp,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced a supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What is your race?,What country do you work in?
2017,0,More than 1000,0.0,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,No,0.0,Maybe,0.0,1.0,5.0,5.0,1,1.0,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,7.0,7.0,Possibly,Possibly,1,I don't know,Rarely,Rarely,No,8,Yes,No,0.0,3.0,Maybe/Not sure,"Yes, I observed",3.0,48.0,male,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,I don't know,No,I don't know,Yes,Yes,Somewhat easy,Physical health,Yes,1.0,Yes,1.0,0.0,6.0,3.0,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,1.0,At some of my previous employers,1.0,0.0,6.0,6.0,Possibly,Possibly,1,Yes,Sometimes,Often,No,4,Maybe,Maybe,0.0,5.0,No,No,3.0,35.0,male,United States of America,Caucasian,United States of America
2017,0,26-100,0.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,0.0,0.0,5.0,5.0,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,2.0,0.0,No,No,0,I don't know,Not applicable to me,Not applicable to me,No,10,Yes,No,0.0,10.0,"Yes, I observed",Maybe/Not sure,2.0,34.0,male,United States of America,Caucasian,United States of America
2017,0,500-1000,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,Maybe,0.0,Maybe,1.0,1.0,8.0,7.0,1,1.0,"Yes, they all did",I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,"Yes, at all of my previous employers",0.0,0.0,6.0,5.0,Possibly,Possibly,0,Yes,Not applicable to me,Not applicable to me,No_Answer,6,Maybe,No,0.0,7.0,Maybe/Not sure,"Yes, I observed",3.0,25.0,male,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,No,No,No,No,I don't know,Somewhat easy,Physical health,No,0.0,Maybe,1.0,1.0,5.0,5.0,1,1.0,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,5.0,Yes,Yes,1,Yes,Never,Sometimes,Maybe,9,Yes,No,0.0,5.0,Maybe/Not sure,Maybe/Not sure,2.0,48.0,male,Spain,Caucasian,Spain
2017,0,100-500,0.0,1.0,Yes,No,Yes,I don't know,I don't know,I don't know,Physical health,Maybe,0.0,No,0.0,0.0,7.0,5.0,1,0.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,7.0,5.0,Yes,Yes,1,I don't know,Rarely,Often,Maybe,2,No,No,0.0,5.0,Maybe/Not sure,Maybe/Not sure,3.0,34.0,male,United States of America,Caucasian,United States of America
2017,0,100-500,1.0,1.0,Yes,Yes,No,No,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,2.0,1.0,1,0.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,0.0,0.0,No,Yes,1,Yes,Rarely,Sometimes,Yes,3,No,No,0.0,3.0,"Yes, I observed",No,1.0,42.0,male,United States of America,Caucasian,United States of America
2017,0,26-100,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Maybe,0.0,Yes,1.0,1.0,5.0,4.0,1,0.0,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",Physical health,"Yes, all of my previous supervisors",1.0,At some of my previous employers,1.0,0.0,7.0,7.0,Yes,Yes,1,I don't know,Rarely,Often,No,7,No,No,0.0,3.0,"Yes, I observed",No,3.0,27.0,female,United States of America,Afrcian American,United States of America
2017,0,500-1000,1.0,1.0,Yes,No,No,No,I don't know,I don't know,Same level of comfort for each,No,0.0,Yes,0.0,1.0,4.0,3.0,1,1.0,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,6.0,6.0,Possibly,Possibly,0,I don't know,Sometimes,Rarely,No_Answer,3,No,No,0.0,5.0,Maybe/Not sure,Maybe/Not sure,1.0,48.0,male,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,Maybe,1.0,Maybe,1.0,0.0,5.0,3.0,1,0.0,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,8.0,3.0,Yes,Yes,1,I don't know,Sometimes,Often,Yes,7,Maybe,No,0.0,4.0,Maybe/Not sure,"Yes, I experienced",2.0,32.0,female,United States of America,Caucasian,United States of America
2017,0,100-500,1.0,1.0,Yes,No,Yes,I don't know,I don't know,Somewhat difficult,Same level of comfort for each,Maybe,1.0,Yes,1.0,1.0,7.0,6.0,1,1.0,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,8.0,6.0,Yes,Yes,1,Yes,Sometimes,Often,No,9,No,No,0.0,9.0,Maybe/Not sure,"Yes, I observed",2.0,29.0,male,United States of America,Caucasian,United States of America
2017,0,More than 1000,0.0,1.0,Yes,No,I don't know,Yes,Yes,Somewhat difficult,Physical health,Maybe,0.0,No,1.0,1.0,7.0,7.0,1,0.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,0.0,2.0,2.0,Possibly,Yes,0,I don't know,Rarely,Sometimes,Yes,6,No,No,0.0,5.0,"Yes, I observed","Yes, I observed",3.0,50.0,female,United States of America,Caucasian,United States of America
2017,0,6-25,1.0,1.0,No,No,No,No,I don't know,I don't know,Physical health,No,0.0,No,0.0,0.0,6.0,5.0,1,1.0,Some did,"Yes, I was aware of all of them",Some did,Some did,"Yes, always",Mental health,"No, none of my previous supervisors",1.0,"No, at none of my previous employers",0.0,0.0,7.0,9.0,No,No,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,No,0.0,8.0,No,Maybe/Not sure,3.0,29.0,female,Hungary,Caucasian,Hungary
2017,0,More than 1000,0.0,1.0,Yes,No,I don't know,I don't know,I don't know,Very easy,Same level of comfort for each,Maybe,0.0,Maybe,1.0,1.0,9.0,7.0,1,1.0,Some did,I was aware of some,Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,7.0,5.0,Possibly,Possibly,0,Yes,Not applicable to me,Sometimes,No,9,Maybe,Maybe,0.0,8.0,Maybe/Not sure,"Yes, I observed",3.0,42.0,female,United States of America,Caucasian,United States of America
2017,0,500-1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,1.0,0.0,10.0,10.0,1,0.0,Some did,N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,4.0,2.0,Yes,Possibly,1,I don't know,Rarely,Often,No,7,Maybe,No,0.0,6.0,Maybe/Not sure,"Yes, I observed",3.0,39.0,female,United States of America,Caucasian,United States of America
2017,0,6-25,1.0,1.0,Yes,No,No,No,I don't know,Somewhat difficult,Same level of comfort for each,Yes,0.0,Yes,1.0,1.0,5.0,5.0,1,0.0,Some did,"No, I only became aware later",Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,1.0,1.0,Possibly,Possibly,1,Yes,Sometimes,Often,No,5,Maybe,No,0.0,5.0,"Yes, I observed",Maybe/Not sure,2.0,29.0,female,Canada,Caucasian,Canada
2017,0,1-5,0.0,0.0,Not eligible for coverage / NA,No,Yes,Yes,I don't know,I don't know,Same level of comfort for each,Maybe,0.0,Maybe,1.0,1.0,8.0,8.0,1,0.0,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,6.0,6.0,Yes,Yes,1,Yes,Often,Often,Maybe,7,No,Maybe,1.0,5.0,No,No,3.0,36.0,female,United Kingdom,Caucasian,United Kingdom
2017,0,6-25,1.0,1.0,Yes,Yes,No,No,I don't know,I don't know,Same level of comfort for each,Yes,0.0,Maybe,0.0,0.0,2.0,2.0,1,1.0,"Yes, they all did","Yes, I was aware of all of them",I don't know,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",1.0,"No, at none of my previous employers",0.0,0.0,2.0,2.0,Possibly,Possibly,1,No,Sometimes,Often,No,8,Maybe,Maybe,0.0,8.0,No,Maybe/Not sure,4.0,28.0,male,United States of America,Caucasian,United States of America
2017,0,26-100,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,1.0,0.0,5.0,5.0,1,1.0,Some did,"Yes, I was aware of all of them",Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,1.0,At some of my previous employers,1.0,0.0,5.0,5.0,Possibly,Yes,1,I don't know,Rarely,Sometimes,No,9,No,No,0.0,6.0,No,No,3.0,30.0,male,Bulgaria,Caucasian,Bulgaria
2017,0,100-500,1.0,1.0,I don't know,No,No,No,Yes,Neither easy nor difficult,Physical health,Yes,0.0,Yes,0.0,0.0,7.0,5.0,1,1.0,"No, none did",N/A (none offered),None did,None did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,6.0,4.0,No,No,0,No,Not applicable to me,Not applicable to me,No_Answer,6,Maybe,No,0.0,4.0,No,No,3.0,31.0,male,Italy,Caucasian,Italy
2017,0,100-500,1.0,1.0,No,No,No,No,Yes,Very easy,Same level of comfort for each,No,0.0,Maybe,1.0,0.0,7.0,0.0,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,4.0,0.0,No,No,0,No,Not applicable to me,Not applicable to me,No,1,No,No,0.0,7.0,No,No,1.0,36.0,male,Romania,Caucasian,Romania
2017,0,6-25,1.0,1.0,I don't know,No,No,No,Yes,Neither easy nor difficult,Physical health,Yes,1.0,Maybe,1.0,1.0,7.0,7.0,1,1.0,Some did,I was aware of some,Some did,None did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,6.0,6.0,No,No,0,Yes,Not applicable to me,Not applicable to me,No,5,Maybe,Maybe,0.0,5.0,No,No,3.0,37.0,male,Argentina,Caucasian,Argentina
2017,0,26-100,1.0,1.0,Yes,Yes,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,Maybe,0.0,0.0,7.0,7.0,1,1.0,I don't know,N/A (was not aware),None did,None did,"Yes, always",Physical health,Some of my previous supervisors,1.0,At some of my previous employers,0.0,0.0,7.0,7.0,No,No,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,Maybe,0.0,8.0,No,Maybe/Not sure,3.0,37.0,male,United States of America,Did not answer,United States of America
2017,0,26-100,1.0,1.0,Not eligible for coverage / NA,Yes,No,No,Yes,Somewhat easy,Physical health,Maybe,1.0,Maybe,1.0,1.0,0.0,2.0,1,1.0,I don't know,"Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,0.0,2.0,No,Possibly,1,No,Rarely,Rarely,No,10,No,No,0.0,5.0,No,No,1.0,37.0,male,Spain,Caucasian,Spain
2017,0,26-100,1.0,1.0,No,No,No,No,I don't know,Very easy,Physical health,No,0.0,No,0.0,1.0,3.0,3.0,1,0.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,0.0,8.0,0.0,Don't Know,No,0,No,Not applicable to me,Not applicable to me,No_Answer,0,No,No,0.0,0.0,No,No,1.0,37.0,male,Bulgaria,Caucasian,Bulgaria
2017,0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,No,0.0,No,0.0,0.0,6.0,5.0,1,1.0,I don't know,N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,0.0,5.0,5.0,Don't Know,No,0,No,Not applicable to me,Not applicable to me,No_Answer,6,Yes,Maybe,0.0,3.0,No,No,2.0,33.0,male,Hungary,Caucasian,Austria
2017,0,500-1000,1.0,1.0,Yes,No,No,No,I don't know,Very easy,Physical health,No,0.0,No,0.0,0.0,7.0,4.0,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,"Yes, they all did","Yes, always",Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,1.0,7.0,4.0,No,No,0,No,Not applicable to me,Never,No,9,Yes,No,1.0,2.0,No,"Yes, I observed",5.0,47.0,female,United States of America,Caucasian,United States of America
2017,0,100-500,1.0,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,Maybe,1.0,Maybe,1.0,1.0,7.0,3.0,1,0.0,I don't know,N/A (was not aware),Some did,Some did,I don't know,Physical health,I don't know,0.0,At some of my previous employers,1.0,1.0,5.0,4.0,Yes,Yes,1,Yes,Often,Often,No,6,No,No,0.0,8.0,"Yes, I observed","Yes, I observed",2.0,26.0,male,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,Yes,Yes,Yes,No,No,Neither easy nor difficult,Physical health,No,1.0,Yes,1.0,1.0,7.0,4.0,1,1.0,"Yes, they all did",I was aware of some,None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,0.0,4.0,2.0,Yes,Possibly,1,I don't know,Sometimes,Often,No,2,No,No,1.0,7.0,"Yes, I observed","Yes, I experienced",2.0,29.0,male,United States of America,Caucasian,United States of America
2017,0,26-100,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Yes,1.0,No,0.0,0.0,8.0,5.0,1,0.0,"Yes, they all did",I was aware of some,None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",1.0,"No, at none of my previous employers",0.0,0.0,5.0,2.0,Yes,Yes,1,Yes,Rarely,Often,No_Answer,10,No,No,0.0,1.0,"Yes, I experienced","Yes, I experienced",1.0,33.0,female,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,Yes,No,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,No,0.0,Yes,1.0,1.0,8.0,8.0,1,1.0,Some did,"No, I only became aware later",Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,6.0,3.0,Yes,Yes,1,Yes,Rarely,Often,No,10,Yes,No,0.0,7.0,"Yes, I observed",Maybe/Not sure,1.0,44.0,male,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,0.0,Maybe,0.0,0.0,8.0,6.0,1,0.0,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,0.0,2.0,2.0,No,Yes,1,Yes,Rarely,Sometimes,No,6,Maybe,Maybe,0.0,8.0,No,"Yes, I observed",2.0,34.0,female,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,Yes,No,Yes,No,I don't know,I don't know,Physical health,No,0.0,No,1.0,1.0,6.0,4.0,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,7.0,0.0,Don't Know,No,0,Yes,Not applicable to me,Not applicable to me,No,3,No,No,0.0,5.0,Maybe/Not sure,Maybe/Not sure,4.0,35.0,male,United States of America,Caucasian,United States of America
2017,0,100-500,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,0.0,1.0,7.0,7.0,1,1.0,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,10.0,10.0,Yes,Yes,1,I don't know,Sometimes,Often,Maybe,5,Yes,No,0.0,5.0,Maybe/Not sure,Maybe/Not sure,3.0,32.0,other,United States of America,Asian,United States of America
2017,0,More than 1000,1.0,1.0,Yes,No,No,Yes,I don't know,I don't know,Physical health,Yes,1.0,Maybe,0.0,0.0,3.0,2.0,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,3.0,2.0,No,Yes,0,Yes,Not applicable to me,Not applicable to me,No,10,Yes,Maybe,0.0,6.0,"Yes, I observed","Yes, I experienced",2.0,31.0,male,United States of America,Caucasian,United States of America
2017,0,100-500,1.0,1.0,Yes,Yes,No,No,Yes,Neither easy nor difficult,Physical health,Yes,0.0,Maybe,1.0,0.0,6.0,6.0,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,7.0,5.0,Yes,Yes,1,Yes,Sometimes,Sometimes,No,8,Yes,No,0.0,4.0,No,No,2.0,30.0,male,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,I don't know,No,No,Yes,I don't know,Somewhat difficult,Physical health,No,0.0,Maybe,0.0,1.0,8.0,3.0,1,1.0,Some did,I was aware of some,None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,6.0,1.0,Yes,Yes,1,Yes,Rarely,Sometimes,No_Answer,5,Maybe,No,0.0,1.0,"Yes, I experienced",Maybe/Not sure,2.0,26.0,female,United States of America,Caucasian,United States of America
2017,0,100-500,0.0,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,Yes,1.0,1.0,3.0,1.0,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,0.0,2.0,1.0,No,Possibly,1,Yes,Rarely,Sometimes,No,10,Maybe,Maybe,0.0,6.0,"Yes, I observed","Yes, I observed",3.0,29.0,female,Germany,Caucasian,Germany
2017,0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,7.0,5.0,1,0.0,Some did,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,7.0,5.0,Possibly,Possibly,0,No,Rarely,Sometimes,Maybe,4,Maybe,No,0.0,4.0,"Yes, I observed",No,2.0,35.0,male,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Maybe,0.0,No,0.0,0.0,8.0,3.0,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,5.0,3.0,No,Don't Know,0,Yes,Not applicable to me,Not applicable to me,No_Answer,0,Maybe,No,0.0,1.0,Maybe/Not sure,No,1.0,26.0,male,United States of America,Caucasian,United States of America
2017,0,100-500,1.0,1.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,0.0,No,0.0,0.0,6.0,6.0,1,0.0,"Yes, they all did",I was aware of some,"Yes, they all did",Some did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",0.0,"Yes, at all of my previous employers",0.0,0.0,8.0,8.0,Possibly,Possibly,1,Yes,Rarely,Rarely,No,7,No,No,0.0,6.0,No,No,3.0,30.0,male,United States of America,Caucasian,United States of America
2017,0,500-1000,0.0,1.0,Yes,Yes,No,No,Yes,Very easy,Same level of comfort for each,Yes,0.0,No,0.0,1.0,9.0,5.0,1,0.0,Some did,I was aware of some,None did,None did,"Yes, always",Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,3.0,0.0,Don't Know,Don't Know,0,Yes,Not applicable to me,Not applicable to me,No,9,No,Maybe,0.0,5.0,No,No,3.0,39.0,male,United States of America,Caucasian,United States of America
2017,0,26-100,1.0,1.0,No,No,No,I don't know,Yes,Neither easy nor difficult,Physical health,Yes,0.0,Maybe,0.0,0.0,9.0,8.0,1,1.0,I don't know,N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,9.0,9.0,Don't Know,No,0,No,Not applicable to me,Not applicable to me,No_Answer,10,Yes,Maybe,0.0,5.0,Maybe/Not sure,Maybe/Not sure,4.0,29.0,male,Spain,Caucasian,Spain
2017,0,26-100,1.0,1.0,No,No,No,No,I don't know,I don't know,Physical health,Yes,0.0,Yes,0.0,0.0,3.0,0.0,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Mental health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,6.0,2.0,No,No,0,I don't know,Not applicable to me,Not applicable to me,Maybe,9,Maybe,No,0.0,8.0,No,Maybe/Not sure,2.0,27.0,male,Spain,Caucasian,Spain
2017,0,26-100,1.0,1.0,No,No,No,No,I don't know,I don't know,Same level of comfort for each,Maybe,0.0,Maybe,0.0,0.0,0.0,5.0,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,0.0,5.0,Don't Know,Don't Know,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,Maybe,0.0,7.0,Maybe/Not sure,Maybe/Not sure,3.0,29.0,male,Spain,Caucasian,Spain
2017,0,26-100,1.0,1.0,No,No,No,No,I don't know,Neither easy nor difficult,Physical health,Yes,0.0,Yes,0.0,0.0,4.0,4.0,1,1.0,"No, none did",N/A (none offered),I don't know,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,4.0,4.0,No,No,0,Yes,Rarely,Often,No,8,Maybe,No,0.0,5.0,No,No,3.0,43.0,male,Spain,Caucasian,Spain
2017,0,6-25,1.0,1.0,No,No,No,No,I don't know,Somewhat easy,Physical health,Yes,0.0,Yes,0.0,0.0,6.0,5.0,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,6.0,5.0,Don't Know,No,0,No,Not applicable to me,Not applicable to me,No,7,No,No,0.0,8.0,No,No,3.0,31.0,male,Spain,Caucasian,Spain
2017,0,26-100,1.0,1.0,Yes,No,No,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,0.0,1.0,5.0,7.0,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",1.0,"Yes, at all of my previous employers",1.0,0.0,5.0,5.0,No,No,0,Yes,Not applicable to me,Not applicable to me,No,10,Yes,Yes,0.0,7.0,No,No,2.0,36.0,male,Greece,Caucasian,Netherlands
2017,0,500-1000,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,6.0,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,6.0,6.0,No,Yes,1,Yes,Rarely,Sometimes,No_Answer,7,Yes,Maybe,1.0,8.0,Maybe/Not sure,"Yes, I observed",2.0,44.0,female,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,0.0,Yes,1.0,1.0,8.0,8.0,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,0.0,6.0,3.0,No,No,0,Yes,Not applicable to me,Not applicable to me,No,9,Yes,Maybe,0.0,7.0,No,"Yes, I observed",2.0,44.0,male,United States of America,Caucasian,United States of America
2017,0,More than 1000,1.0,1.0,Yes,Yes,No,Yes,Yes,Very easy,Physical health,Yes,1.0,Yes,1.0,1.0,10.0,10.0,1,1.0,"Yes, they all did",I was aware of some,None did,None did,"Yes, always",Physical health,Some of my previous supervisors,1.0,"Yes, at all of my previous employers",1.0,0.0,8.0,8.0,Yes,Yes,1,No,Sometimes,Often,No,10,Maybe,Maybe,0.0,10.0,No,"Yes, I experienced",3.0,27.0,female,United States of America,Mixed,United States of America
2017,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,8.0,7.0,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Physical health,"Yes, all of my previous supervisors",1.0,At some of my previous employers,1.0,1.0,6.0,4.0,Yes,Yes,1,Yes,Rarely,Often,No,9,Yes,Maybe,0.0,9.0,"Yes, I experienced",No,3.0,42.0,female,United States of America,Caucasian,United States of America
